principio_activo,unidad_de_dispensacion,concentracion,unidad_base,nombre_comercial,fabricante,factoresprecio,numerofactor
captopril,Tableta o cápsula,captopril 25 mg,mg,Captopril,Tecnoquimicas,Bajo,1
captopril,Tableta o cápsula,captopril 50 mg,mg,Captopril,Tecnoquimicas,Alto,3
captopril,Tableta o cápsula,captopril 25 mg,mg,Captopril,Bussié,Alto,3
captopril,Tableta o cápsula,captopril 50 mg,mg,Captopril,Bussié,Medio,2
carbamazepina,Solución o suspensión oral,carbamazepina 2 g,ml,Carbepil,Bioquifar,Alto,3
carbamazepina,Solución o suspensión oral,carbamazepina 2 g,ml,Tegretol 2%,Novartis,Medio,2
carbamazepina,Tableta o cápsula,carbamazepina 400 mg,mg,Tegretol Retard,Novartis,Medio,2
carbamazepina,Tableta o cápsula,carbamazepina 200 mg,mg,Tegretol Retard,Novartis,Bajo,1
carbamazepina,Tableta o cápsula,carbamazepina 200 mg,mg,Carbamazepina,Laproff,Alto,3
carbamazepina,Solución o suspensión oral,carbamazepina 2 g,ml,Carbamazepina 2%,Bussié,Bajo,1
carbamazepina,Solución o suspensión oral,carbamazepina 2 g,ml,Carbepil,Bioquifar,Bajo,1
carbamazepina,Solución o suspensión oral,carbamazepina 2 g,ml,Tegretol 2%,Novartis,Medio,2
carbamazepina,Tableta o cápsula,carbamazepina 400 mg,mg,Tegretol Retard,Novartis,Medio,2
carbamazepina,Tableta o cápsula,carbamazepina 200 mg,mg,Tegretol Retard,Novartis,Alto,3
carbamazepina,Tableta o cápsula,carbamazepina 200 mg,mg,Carbamazepina,Laproff,Bajo,1
carbamazepina,Solución o suspensión oral,carbamazepina 2 g,ml,Carbamazepina 2%,Bussié,Alto,3
carbamida,Solución o suspensión ótica,carbamida 65 mg,ml,Fixamicin Clen,Tecnofar,Medio,2
carbamida,Solución o suspensión ótica,carbamida 65 mg,ml,Fixamicin Clen,Tecnofar,Medio,2
carbetocina,Solución o suspensión inyectable,carbetocina 100 mcg,ml,Duratocin,Ferring,Medio,2
carbetocina,Solución o suspensión inyectable,carbetocina 100 mcg,ml,Duratocin,Ferring,Medio,2
carbidopa y levodopa,Tableta o cápsula,carbidopa 25 mg + levodopa 100 mg,mg,Parken,Siegfried,Medio,2
carbocisteina,Solución o suspensión oral,carbocisteina 50 mg,ml,Mucosina Gotas Pediatricas,Glaxosmithkline,Alto,3
carbocisteina,Solución o suspensión oral,carbocisteina 5 g,ml,Mucosina,Glaxosmithkline,Alto,3
carbocisteina,Jarabe,carbocisteina 9 mg,ml,Fluifort,Exeltis,Medio,2
carbocisteina,Jarabe,carbocisteina 5 g,ml,Bucoxolflem,La Sante,Alto,3
carbocisteina,Solución o suspensión oral,carbocisteina 50 mg,ml,Mucochem,Biochem,Bajo,1
carbocisteina,Solución o suspensión oral,carbocisteina 5 g,ml,Flemoxin Suspension,Novamed,Medio,2
carbocisteina,Solución o suspensión oral,carbocisteina 5 g,ml,Flemoxin Gotas,Novamed,Bajo,1
carbocisteina,Jarabe,carbocisteina 5 g,ml,Bronquisol,Bionutrect,Bajo,1
carbocisteina,Jarabe,carbocisteina 100 mg,ml,Bronquisol,Bionutrect,Medio,2
carbocisteina,Solución o suspensión oral,carbocisteina 50 mg,ml,Mucosina Gotas Pediatricas,Glaxosmithkline,Medio,2
carbocisteina,Solución o suspensión oral,carbocisteina 5 g,ml,Mucosina,Glaxosmithkline,Medio,2
carbocisteina,Jarabe,carbocisteina 9 mg,ml,Fluifort,Exeltis,Medio,2
carbonato de calcio,Tableta o cápsula,carbonato de calcio 600 mg,mg,Megacal,Farmaser,Alto,3
carbonato de calcio,Tableta o cápsula,carbonato de calcio 600 mg,mg,Zivical,Labquifar,Bajo,1
carbonato de calcio,Tableta o cápsula,carbonato de calcio 1500 mg,mg,Orocal,Lebriut,Medio,2
carbonato de calcio,Tableta o cápsula,carbonato de calcio 100 mg,mg,Osteocal,Siegfried,Medio,2
carbonato de calcio,Tableta o cápsula,carbonato de calcio 600 mg,mg,Megacal,Farmaser,Alto,3
carbonato de calcio,Tableta o cápsula,carbonato de calcio 600 mg,mg,Zivical,Labquifar,Bajo,1
carbonato de calcio,Tableta o cápsula,carbonato de calcio 1500 mg,mg,Orocal,Lebriut,Medio,2
carbonato de calcio,Tableta o cápsula,carbonato de calcio 100 mg,mg,Osteocal,Siegfried,Medio,2
carbonato de calcio,Tableta o cápsula,carbonato de calcio 100 mg,mg,Osteocal,Siegfried,Medio,2
carbonato de calcio + bicarbonato de sodio + alginato de sodio,Solución o suspensión oral,carbonato de calcio 325 mg + bicarbonato de sodio 213 mg + alginato de sodio 500 mg,mg,Gaviscon Doble Accion,Rb Health,Medio,2
carbonato de calcio + bicarbonato de sodio + alginato de sodio,Tableta o cápsula,escitalopram 10 mg,mg,Escitalopram,Mk,Medio,2
carbonato de calcio + bicarbonato de sodio + alginato de sodio,Solución o suspensión oftálmica,"bromfenaco 0,9 mg",ml,Bronax,Mega Labs,Bajo,1
carbonato de calcio + bicarbonato de sodio + alginato de sodio,Tableta o cápsula,linezolid 600 mg,mg,Linezolid,Vesalius,Medio,2
carbonato de calcio + bicarbonato de sodio + alginato de sodio,Tableta o cápsula,losartan 100 mg,mg,Losartan,Winthrop,Alto,3
carbonato de calcio + bicarbonato de sodio + alginato de sodio,Tableta o cápsula,sertralina 50 mg,mg,Sertralina,Ecar,Medio,2
carbonato de calcio + bicarbonato de sodio + alginato de sodio,Solución o suspensión inyectable,vacuna toxoide tetanico 40 ui,ml,Vacuna Adsorbida Contra El Tetano,Delta,Medio,2
carbonato de calcio + bicarbonato de sodio + alginato de sodio,Solución o suspensión tópica,calamina 8 g,ml,Oxitrex 8% Locion,Ltc,Bajo,1
carbonato de calcio + bicarbonato de sodio + alginato de sodio,Solución o suspensión oral,codeina fosfato hemihidrato 100 mg,ml,Vita C,Tecnoquimicas,Medio,2
carbonato de calcio + bicarbonato de sodio + alginato de sodio,Solución o suspensión oral,carbonato de calcio + bicarbonato de sodio + alginato de sodio,ml,Pediasol 45 Meq,Quibi,Medio,2
carbonato de calcio + bicarbonato de sodio + alginato de sodio,Tableta o cápsula,quetiapina 200 mg,mg,Quetiapina,Winthrop,Alto,3
carbonato de calcio + bicarbonato de sodio + alginato de sodio,Tableta o cápsula,dextrosa monohidrato 10 mg,mg,Fin-Espam,Lebriut,Medio,2
carbonato de calcio + bicarbonato de sodio + alginato de sodio,Tableta o cápsula,valsartan 160 mg,mg,Cardik,Legrand,Medio,2
carbonato de calcio + bicarbonato de sodio + alginato de sodio,Tableta o cápsula,eplerenona 25 mg,mg,Inspra,Pfizer,Medio,2
carbonato de calcio + bicarbonato de sodio + alginato de sodio,Solución o suspensión oral,"levocetirizina 0,05 g",ml,Drilyna Jarabe,Bago,Medio,2
carbonato de calcio + bicarbonato de sodio + alginato de sodio,Solución o suspensión oral,"carbonato de calcio 3,25 g + bicarbonato de sodio 2,13 g + alginato de sodio 5 g",ml,Gastralgin Reflu,Bioquimico Pharma,Medio,2
carbonato de calcio + bicarbonato de sodio + alginato de sodio,Solución o suspensión oral,carbonato de calcio 325 mg + bicarbonato de sodio 213 mg + alginato de sodio 500 mg,mg,Gaviscon Doble Accion,Rb Health,Medio,2
carbonato de calcio + bicarbonato de sodio + alginato de sodio,Tableta o cápsula,escitalopram 10 mg,mg,Escitalopram,Mk,Medio,2
carbonato de calcio + bicarbonato de sodio + alginato de sodio,Solución o suspensión oftálmica,"bromfenaco 0,9 mg",ml,Bronax,Mega Labs,Bajo,1
carbonato de calcio + bicarbonato de sodio + alginato de sodio,Tableta o cápsula,linezolid 600 mg,mg,Linezolid,Vesalius,Bajo,1
carbonato de calcio + bicarbonato de sodio + alginato de sodio,Tableta o cápsula,losartan 100 mg,mg,Losartan,Winthrop,Bajo,1
carbonato de calcio + bicarbonato de sodio + alginato de sodio,Tableta o cápsula,sertralina 50 mg,mg,Sertralina,Ecar,Alto,3
carbonato de calcio + bicarbonato de sodio + alginato de sodio,Solución o suspensión inyectable,vacuna toxoide tetanico 40 ui,ml,Vacuna Adsorbida Contra El Tetano,Delta,Medio,2
carbonato de calcio + bicarbonato de sodio + alginato de sodio,Solución o suspensión oral,codeina fosfato hemihidrato 100 mg,ml,Vita C,Tecnoquimicas,Medio,2
carbonato de calcio + bicarbonato de sodio + alginato de sodio,Tableta o cápsula,mosaprida 5 mg,mg,Reflinex,Biochem,Alto,3
carbonato de calcio + bicarbonato de sodio + alginato de sodio,Tableta o cápsula,quetiapina 200 mg,mg,Quetiapina,Winthrop,Medio,2
carbonato de calcio + bicarbonato de sodio + alginato de sodio,Tableta o cápsula,dextrosa monohidrato 10 mg,mg,Fin-Espam,Lebriut,Medio,2
carbonato de calcio + bicarbonato de sodio + alginato de sodio,Tableta o cápsula,valsartan 160 mg,mg,Cardik,Legrand,Alto,3
carbonato de calcio + bicarbonato de sodio + alginato de sodio,Tableta o cápsula,eplerenona 25 mg,mg,Inspra,Pfizer,Alto,3
carbonato de calcio y colecalciferol,Tableta o cápsula,calcio citrato 315 mg + vitamina d3 200 ui,mg,Citragel,Procaps,Medio,2
carbonato de calcio y colecalciferol,Tableta o cápsula,calcio citrato 315 mg + vitamina d3 200 ui,mg,Citragel,Procaps,Medio,2
carbonato de calcio y vitamina d,Tableta o cápsula,"carbonato de calcio 1,498 g + vitamina d3 200 ui",g,Calciforte D,Medigen,Medio,2
carbonato de calcio y vitamina d3,Tableta o cápsula,carbonato de calcio 50 mg + vitamina d3 50 ui,mg,Osteocal Siegfried,Siegfried,Medio,2
carbonato de calcio y vitamina d3,Tableta o cápsula,vitamina d3 300 ui + carbonato de calcio 500 mg,ui,Calcio + Vitamina D,Colmed,Medio,2
carbonato de calcio y vitamina d3,Tableta o cápsula,carbonato de calcio 50 mg + vitamina d3 50 ui,mg,Osteocal Siegfried,Siegfried,Medio,2
carbonato de calcio y vitamina d3,Tableta o cápsula,vitamina d3 300 ui + carbonato de calcio 500 mg,ui,Calcio + Vitamina D,Colmed,Medio,2
carbonato de litio,Tableta o cápsula,carbonato de litio 300 mg,mg,Theralite,Sanofi Aventis,Alto,3
carbonato de litio,Tableta o cápsula,carbonato de litio 300 mg,mg,Actilitio,Actifarma,Bajo,1
carbonato de litio,Tableta o cápsula,carbonato de litio 300 mg,mg,Theralite,Sanofi Aventis,Alto,3
carbonato de litio,Tableta o cápsula,carbonato de litio 300 mg,mg,Actilitio,Actifarma,Bajo,1
carbonato de magnesio y hidroxido de aluminio,Solución o suspensión oral,"carbonato de magnesio 2,39 g + hidroxido de aluminio 0,633 g",ml,Milpax Plus,Farma,Medio,2
carbonato de sodio,Solución o suspensión ótica,carbonato de sodio 30 mg,ml,Glicerina,Laboratorios Leon,Medio,2
carbonato de sodio,Solución o suspensión ótica,"carbonato de sodio 66,4 mg",ml,Glicerina Carbonatada Ropim,Ropim,Medio,2
carbon dioxido,Gas,carbon dioxido 99 %,kg,Dioxido De Carbono Medicinal,Cryogas,Medio,2
carbon medicinal,Solución o suspensión oral,carbon medicinal 20 g,ml,Toxicarb,Serb,Medio,2
carboplatino,Solución o suspensión inyectable,carboplatino 450 mg,ml,Carboplatino,Al Pharma,Bajo,1
carboplatino,Solución o suspensión inyectable,carboplatino 450 mg,ml,Carboplatino,Blau,Alto,3
carboplatino,Solución o suspensión inyectable,carboplatino 450 mg,ml,Carboplatino,Fresenius,Bajo,1
carboplatino,Solución o suspensión inyectable,carboplatino 450 mg,ml,Carboplatino,Blau,Alto,3
carboximaltosa de hierro,Solución o suspensión inyectable,carboximaltosa de hierro 500 mg,ml,Ferinject,Vifor,Medio,2
carboximaltosa de hierro,Solución o suspensión inyectable,carboximaltosa de hierro 500 mg,ml,Ferinject,Vifor,Medio,2
carboximetilcelulosa,Solución o suspensión oftálmica,carboximetilcelulosa 5 mg,ml,Comfortvision,Vision And Health,Medio,2
carboximetilcelulosa,Solución o suspensión oftálmica,carboximetilcelulosa 5 mg,ml,Oftalmotrilub Solucion Oftalmica,Incobra,Medio,2
carboximetilcelulosa,Solución o suspensión oftálmica,carboximetilcelulosa 5 mg,ml,Vital Vision,Vitalis,Bajo,1
carboximetilcelulosa,Solución o suspensión oftálmica,carboximetilcelulosa 5 mg,ml,Freegen Pf,Especialidades Oftmalmologicas,Alto,3
carboximetilcelulosa,Solución o suspensión oftálmica,carboximetilcelulosa 5 mg,ml,Lagrimart,Bio Esteril,Bajo,1
carboximetilcelulosa,Solución o suspensión oftálmica,carboximetilcelulosa 5 mg,ml,Lagrigen,Colmed,Medio,2
carboximetilcelulosa,Solución o suspensión oftálmica,carboximetilcelulosa 5 mg,ml,Refresh Tears,Allergan,Alto,3
carboximetilcelulosa,Solución o suspensión oftálmica,carboximetilcelulosa 5 mg,ml,Comfortvision,Vision And Health,Alto,3
carboximetilcelulosa,Solución o suspensión oftálmica,carboximetilcelulosa 5 mg,ml,Acuxim,Xinetix Pharma,Medio,2
carboximetilcelulosa,Solución o suspensión oftálmica,carboximetilcelulosa 5 mg,ml,Oftalmotrilub Solucion Oftalmica,Incobra,Medio,2
carboximetilcelulosa,Solución o suspensión oftálmica,carboximetilcelulosa 5 mg,ml,Vital Vision,Vitalis,Medio,2
carboximetilcelulosa,Solución o suspensión oftálmica,carboximetilcelulosa 5 mg,ml,Freegen Pf,Especialidades Oftmalmologicas,Alto,3
carboximetilcelulosa,Solución o suspensión oftálmica,carboximetilcelulosa 5 mg,ml,Lagrimart,Bio Esteril,Medio,2
carboximetilcelulosa,Solución o suspensión oftálmica,carboximetilcelulosa 5 mg,ml,Lagrimart,Bio Esteril,Bajo,1
carboximetilcelulosa,Solución o suspensión oftálmica,carboximetilcelulosa 5 mg,ml,Lagrigen,Colmed,Bajo,1
carboximetilcelulosa,Solución o suspensión oftálmica,carboximetilcelulosa 5 mg,ml,Refresh Tears,Allergan,Medio,2
carboximetilcelulosa + glicerina + hialuronato de sodio,Solución o suspensión oftálmica,carboximetilcelulosa 5 mg + glicerina 9 mg + hialuronato de sodio 1 mg,ml,Optive Fusion,Allergan,Medio,2
carboximetilcelulosa + glicerina + hialuronato de sodio,Solución o suspensión oftálmica,carboximetilcelulosa 5 mg + glicerina 9 mg + hialuronato de sodio 1 mg,ml,Optive Fusion,Allergan,Medio,2
carboximetilcelulosa sodica,Solución o suspensión oftálmica,carboximetilcelulosa sodica 5 mg,ml,Freegen,Especialidades Oftmalmologicas,Alto,3
carboximetilcelulosa sodica,Solución o suspensión oftálmica,carboximetilcelulosa sodica 10 mg,ml,Freegengel,Especialidades Oftmalmologicas,Alto,3
carboximetilcelulosa sodica,Solución o suspensión oftálmica,carboximetilcelulosa sodica 5 mg,ml,Tearsoft,Procaps,Alto,3
carboximetilcelulosa sodica,Solución o suspensión oftálmica,carboximetilcelulosa sodica 5 mg,ml,Lagrikov,Blaskov,Bajo,1
carboximetilcelulosa sodica,Solución o suspensión oftálmica,carboximetilcelulosa sodica 5 mg,ml,Oq - Tears,Oftalmoquimica,Bajo,1
carboximetilcelulosa sodica,Solución o suspensión oftálmica,carboximetilcelulosa sodica 5 mg,ml,Carmelub Tears,Tecnoquimicas,Medio,2
carboximetilcelulosa sodica,Solución o suspensión oftálmica,carboximetilcelulosa sodica 10 mg,ml,Carmelub Tearsgel,Tecnoquimicas,Bajo,1
carboximetilcelulosa sodica,Solución o suspensión oftálmica,carboximetilcelulosa sodica 5 mg,ml,Frexcur,Bussié,Medio,2
carboximetilcelulosa sodica,Solución o suspensión oftálmica,carboximetilcelulosa sodica 5 mg,ml,Freegen,Especialidades Oftmalmologicas,Alto,3
carboximetilcelulosa sodica,Solución o suspensión oftálmica,carboximetilcelulosa sodica 10 mg,ml,Freegengel,Especialidades Oftmalmologicas,Alto,3
carboximetilcelulosa sodica,Solución o suspensión oftálmica,carboximetilcelulosa sodica 5 mg,ml,Tearsoft,Procaps,Medio,2
carboximetilcelulosa sodica,Solución o suspensión oftálmica,carboximetilcelulosa sodica 5 mg,ml,Lagrikov,Blaskov,Bajo,1
carboximetilcelulosa sodica,Solución o suspensión oftálmica,carboximetilcelulosa sodica 5 mg,ml,Carmelub Tears,Tecnoquimicas,Medio,2
carboximetilcelulosa sodica,Solución o suspensión oftálmica,carboximetilcelulosa sodica 10 mg,ml,Carmelub Tearsgel,Tecnoquimicas,Bajo,1
carboximetilcelulosa y glicerina,Solución o suspensión oftálmica,glicerina 9 % + carboximetilcelulosa 5 mg,ml,Cristaltears Plus,Mega Labs,Medio,2
carboximetilcelulosa y glicerina,Solución o suspensión oftálmica,glicerina 9 % + carboximetilcelulosa 5 mg,ml,Cristaltears Plus,Mega Labs,Medio,2
carfilzomib,Polvo para reconstituir a Solución o suspensión inyectable,carfilzomib 60 mg,mg,Kyprolis,Amgen,Bajo,1
carfilzomib,Polvo para reconstituir a Solución o suspensión inyectable,carfilzomib 60 mg,mg,Xafilred,Dr Reddys,Alto,3
carmustina,Polvo para reconstituir a Solución o suspensión inyectable,carmustina 100 mg,mg,Bicnu,Emcure,Alto,3
carmustina,Polvo para reconstituir a Solución o suspensión inyectable,carmustina 100 mg,mg,Carmustina,Blau,Bajo,1
carmustina,Polvo para reconstituir a Solución o suspensión inyectable,carmustina 100 mg,mg,Carmustina,Blau,Bajo,1
carmustina,Polvo para reconstituir a Solución o suspensión inyectable,carmustina 100 mg,mg,Carmustina,Kemex,Alto,3
carvedilol,Tableta o cápsula,"carvedilol 12,5 mg",mg,Coryol,Sandoz,Bajo,1
carvedilol,Tableta o cápsula,carvedilol 25 mg,mg,Carvedilol,La Sante,Medio,2
carvedilol,Tableta o cápsula,carvedilol 25 mg,mg,Carvedilol,Sanofi Aventis,Medio,2
carvedilol,Tableta o cápsula,"carvedilol 12,5 mg",mg,Carvedilol,Winthrop,Medio,2
carvedilol,Tableta o cápsula,"carvedilol 6,25 mg",mg,Carvedilol,Sanofi Aventis,Medio,2
carvedilol,Tableta o cápsula,"carvedilol 12,5 mg",mg,Carvedilol,La Sante,Medio,2
carvedilol,Tableta o cápsula,"carvedilol 6,25 mg",mg,Carvedilol,La Sante,Bajo,1
carvedilol,Tableta o cápsula,"carvedilol 6,25 mg",mg,Carvedilol,Tecnoquimicas,Medio,2
carvedilol,Tableta o cápsula,"carvedilol 12,5 mg",mg,Carvedilol,Mk,Medio,2
carvedilol,Tableta o cápsula,carvedilol 25 mg,mg,Carvedilol,Mk,Bajo,1
carvedilol,Tableta o cápsula,"carvedilol 6,25 mg",mg,Dilatrend,Cheplapharm,Alto,3
carvedilol,Tableta o cápsula,"carvedilol 12,5 mg",mg,Dilatrend,Cheplapharm,Alto,3
carvedilol,Tableta o cápsula,carvedilol 25 mg,mg,Dilatrend,Cheplapharm,Alto,3
carvedilol,Tableta o cápsula,"carvedilol 12,5 mg",mg,Coryol,Sandoz,Medio,2
carvedilol,Tableta o cápsula,carvedilol 25 mg,mg,Carvedilol,Sanofi Aventis,Bajo,1
carvedilol,Tableta o cápsula,"carvedilol 12,5 mg",mg,Carvedilol,Winthrop,Medio,2
carvedilol,Tableta o cápsula,"carvedilol 6,25 mg",mg,Carvedilol,Sanofi Aventis,Medio,2
carvedilol,Tableta o cápsula,"carvedilol 12,5 mg",mg,Carvedilol,La Sante,Bajo,1
carvedilol,Tableta o cápsula,"carvedilol 6,25 mg",mg,Carvedilol,La Sante,Bajo,1
carvedilol,Tableta o cápsula,"carvedilol 6,25 mg",mg,Carvedilol,Tecnoquimicas,Medio,2
carvedilol,Tableta o cápsula,"carvedilol 12,5 mg",mg,Carvedilol,Mk,Medio,2
carvedilol,Tableta o cápsula,carvedilol 25 mg,mg,Carvedilol,Mk,Medio,2
carvedilol,Tableta o cápsula,"carvedilol 6,25 mg",mg,Dilatrend,Cheplapharm,Alto,3
carvedilol,Tableta o cápsula,"carvedilol 12,5 mg",mg,Dilatrend,Cheplapharm,Alto,3
carvedilol,Tableta o cápsula,carvedilol 25 mg,mg,Dilatrend,Cheplapharm,Alto,3
cascara sagrada combinaciones,Polvo para reconstituir a Solución o suspensión oral,cascara sagrada combinaciones,g,Bilaxan,Labquifar,Medio,2
caspofungin,Polvo para reconstituir a Solución o suspensión inyectable,caspofungin 50 mg,mg,Cancidas,Merck Sharp Dome,Medio,2
caspofungin,Polvo para reconstituir a Solución o suspensión inyectable,caspofungin 70 mg,mg,Cancidas,Merck Sharp Dome,Medio,2
caspofungina,Polvo para reconstituir a Solución o suspensión inyectable,caspofungina 50 mg,mg,Kafum,Dr Reddys,Alto,3
caspofungina,Polvo para reconstituir a Solución o suspensión inyectable,caspofungina 70 mg,mg,Kafum,Dr Reddys,Alto,3
caspofungina,Polvo para reconstituir a Solución o suspensión inyectable,caspofungina 50 mg,mg,Caspongyn,Procaps,Medio,2
caspofungina,Polvo para reconstituir a Solución o suspensión inyectable,caspofungina 70 mg,mg,Caspongyn,Procaps,Medio,2
caspofungina,Polvo para reconstituir a Solución o suspensión inyectable,caspofungina 70 mg,ml,Caxofu,Xinetix Pharma,Bajo,1
caspofungina,Polvo para reconstituir a Solución o suspensión inyectable,caspofungina 50 mg,mg,Caxofu,Xinetix Pharma,Bajo,1
cefadroxil,Tableta o cápsula,cefadroxil 500 mg,mg,Cefadroxilo,Genfar,Bajo,1
cefadroxil,Tableta o cápsula,cefadroxil 500 mg,mg,Zolpra,Anzg,Alto,3
cefadroxil,Tableta o cápsula de liberación modificada,cefadroxil 1000 mg,mg,Novadrox,Legrand,Medio,2
cefadroxil,Tableta o cápsula,cefadroxil 500 mg,mg,Udrocef,Bioquifar,Medio,2
cefadroxil,Tableta o cápsula,cefadroxil 500 mg,mg,Cefadroxilo,Genfar,Bajo,1
cefadroxil,Tableta o cápsula,cefadroxil 500 mg,mg,Zolpra,Anzg,Alto,3
cefadroxil,Tableta o cápsula de liberación modificada,cefadroxil 1000 mg,mg,Novadrox,Legrand,Medio,2
cefadroxilo,Tableta o cápsula,cefadroxilo 500 mg,mg,Fazotec,Faes Farma,Medio,2
cefadroxilo,Polvo para reconstituir a Solución o suspensión oral,cefadroxilo 5 g,ml,Fazotec,Faes Farma,Medio,2
cefadroxilo,Tableta o cápsula,cefadroxilo 500 mg,mg,Cefadroxilo,Mk,Alto,3
cefadroxilo,Solución o suspensión oral,cefadroxilo 5 g,ml,Udrocef,Bioquifar,Medio,2
cefadroxilo,Tableta o cápsula,cefadroxilo 500 mg,mg,Cefadroxilo,La Sante,Bajo,1
cefadroxilo,Tableta o cápsula,cefadroxilo 500 mg,mg,Cefadroxilo,Mk,Medio,2
cefalexina,Tableta o cápsula,cefalexina 500 mg,mg,Cefalexina,Lafrancol,Bajo,1
cefalexina,Tableta o cápsula,cefalexina 500 mg,mg,Cefalexina,La Sante,Bajo,1
cefalexina,Tableta o cápsula,cefalexina 500 mg,mg,Cefalexina,Tecnoquimicas,Medio,2
cefalexina,Tableta o cápsula,cefalexina 500 mg,mg,Cefalexina,Bussié,Medio,2
cefalexina,Polvo para reconstituir a Solución o suspensión oral,cefalexina 250 mg,ml,Cefalexina,American Generics,Bajo,1
cefalexina,Polvo para reconstituir a Solución o suspensión oral,cefalexina 250 mg,ml,Cefalexina,Tecnoquimicas,Medio,2
cefalexina,Tableta o cápsula,cefalexina 500 mg,mg,Cimotar,Comerfar,Medio,2
